,0
139,"1/3\n#COVID19-#Wochenbericht\nIntensivstationen-Belegung mit COVID19-Patienten nimmt aktuell in allen Altersgruppen zu, insbesondere in der Gruppe der 40-49 Jährigen ist der Anstieg sehr deutlich.\n\nInzwischen sind 54.1% aller COVID19-Patienten auf den #ITS jünger als 60 Jahre! "
140,"Doof halt, wenn die Ministerin den Unterschied zwischen Quarantäne und Isolation nicht kennt. Aber das ist ja mittlerweile bekannt, dass sie relativ frei von Sachverstand ist... \n "
141,"Oberärztin (Pädiaterin) der Uniklinik Bochum sagt, 1 % der infizierten K&amp;J haben schweren Verlauf. Sind bei 9 Mio u12 90.000 Kinder. Familienminister Stamp aber sagt, es gebe de facto keine schweren Verläufe bei Kindern. Er ist ja der Fach-arzt äh Fachmann "
142,"Drittimpfung beflügelt Aktienkurse von Corona-Vakzin-Produzenten\nDie Corona-Drittimpfung startet, obwohl sie umstritten ist – und hebt den Aktienkurs der Impfstoffhersteller. Aber auch die Entwickler von Medikamenten gegen COVID-19 sind für Anleger inter… "
143,"Großbritannien erlebt ""beispiellosen Exodus""\n\nDie Zahl der Einwohner in Großbritannien ist im Verlauf des vergangenen Jahres dramatisch eingebrochen. Schuld am größten Rückgang seit dem Zweiten Weltkrieg ist vor allem die Coronavirus-Pandemie. \n\n "
144,"Kuba will die Schulen erst öffnen, wenn jedes Kind gegen das Coronavirus geimpft ist. Wie das Bildungsministerium mitteilte, soll das neue Schuljahr am kommenden Montag mit Distanzunterricht beginnen."
145,"1/13\nDa #Homburg gerade wieder @username für dessen angeblich falsche Prognosen kritisiert, möchte ich einige Aussagen und Prognosen Homburgs zu #COVID19 aus dem April einmal genauer unter die Lupe nehmen.\n\nQuelle:\n "
146,"#AirborneAids it's not.\n\nLG liebe ,\n\nEure Schwurbler "
147,"5 Monate ist es her, dass ich mich infiziert habe. Vorher war ich kerngesund.\n\nFolgen:\n\n- Geschmackssinn spinnt\n- kognitive Einschränkungen\n- 1-2 Tage/Woche müssen Betttage sein\n- random Asthmaanfälle\n- Pferdeschwanz sieht armselig dünn aus\n- Sport..? Nope\n\n#LongCovid #COVID19"
148,"#Biontech-Gewinn, 2021: 10,3 Milliarden Euro.\nBiontech-Gewinn, 1. Quartal 2022: 3,7 Milliarden Euro. \n\n#Pandemie #Impfung #mRNA #Corona #COVID19 #Pfizer "
149,"Gibt es irgendeine Institution in Österreich, der die Gesundheit der #Kinder ein Anliegen ist? \n\n#Pims #Misc #LongcovidKids \n#Covid19at\n\nDrosten im NDR-Podcast Nr. 88:\n\n "
150,Kommt vorbei und lasst euch testen. In Messe Wien und Marx-Halle auch ohne Voranmeldung. Die Stimmung ist Infos: 
151,Kann man wirklich zu Recht nur #Covidioten sagen ️ 
152,"Das #Ordnungsamt Mitte hat uns gerade unsere 3. geplante Mahnwache gegen #Obdachlosigkeit untersagt!\nDer Grund #Covid19, aber im gleichem Atemzug wird weiter #Zwangsgeräumt, Zweckentfremdungsverbot nicht geahndet &amp; spekulativer Leerstand keinen Obdachlosen zur Verfügung gestellt! "
153,Bayern kündigt kostenlose FFP2-Masken für Bedürftige an #FFP2Masken #Bayern #Coronavirus
154,"In 10 Tagen wird mir der Impfstoff in den Körper gespritzt. \nTrotz des Wissen darum, dass meine Pflege-Kolleg*innen im globalen Süden noch Jahre warten müssen und noch zu hunderten an Covid19 sterben werden, freue ich mich wie Bolle auf den geilen Juice.\n\n#CoronaImpfung"
155,News zur Pandemie: Mutiertes Nerz-Coronavirus in 6 Ländern gefunden - Merkel sagt: Pfleger und Ärzte zuerst impfen 
156,"Ich bin kein Virologe, leugne nicht die Existenz eines Coronavirus und würde niemals mögliche Gefahren verharmlosen.\nWenn diese Regierung aber trotz so weniger Corona-Fälle die Maßnahmen immer weiter verschärft und jegliche Kritik in Form von Demos verbietet, muss sie abdanken!"
157," Nach ausgiebiger Analyse der vorhandenen Daten hat unsere Forschungsabteilung herausgefunden, dass die Summe der Covid-Fälle steigt und nicht abnimmt.\n\nIhre Eidgenössische Sanitätspolizei "
158,"Studien zeigen, dass die Plexiglaswände, die es vielerorts gibt, grösstenteils nutzlos sind. Sie können allenfalls grössere Tröpfchen aufhalten, aber Aerosole verbreiten sich wie Zigarettenrauch. Wenn die Wände Luftzirkulation verhindern, schaden sie sogar "
159,Als Erinnerung für @username &amp; @username 5 Wochen hab ich Anfrage nach Auskunftspflichtgesetz gestellt - zu Daten aus dem Screening-Register.\nIm Auskunftspflichtgesetz steht:\n'Auskünfte sind ohne unnötigen Aufschub' zu erteilen.\nDa steht nicht: Frühestens nach 8 Wochen. 
160,"Wie definieren sich “Haupttreiber”, und wer sind sie denn? Wie begründet man Testung basierend auf Symtomschwere in einer Gruppe, die überwiegend asymtomatisch/mild ist? Wie kann man Übertragung &lt; 12 Jahren ausschließen wenn man diese Gruppe garnicht testet???#SARSCoV2 #COVID19 "
161,"In Japan haben sich allein im Oktober mehr Menschen umgebracht, als bis November im ganzen Jahr an Covid-19 gestorben sind. Diese Entwicklung sollte uns zu denken geben. Doch sie wird verschwiegen. In Deutschland gibt es keinerlei aktuellen Suizid-Zahlen. "
162,"Mai 2021,\n\n,,Eine Untersuchung in Israel zeigt: Eine doppelte Biontech-Impfung reduziert zu mehr als 95 Prozent das Risiko, sich mit dem Coronavirus anzustecken, ins Krankenhaus zu müssen oder zu sterben. Ein Detail ist allerdings noch unklar."""
163,"Es gibt keine Corona-Maßnahmen? \nSind wir in D'land denn schwer von #COVID19 gebeutelt, von der Berichterstattung mal abgesehen? #b0108 #heuteshowLustig"
164,Laut #INSA-Studie will sich mehr als Hälfte der Ungeimpften grundsätzlich nicht impfen lassen 67% davon geben mangelndes Vertrauen in die Impfstoffe als Begründung an. Diesen Standpunkt muss die Bundesregierung akzeptieren!\n 
165,News zur Corona-Pandemie: Jetzt live! Rede von CDU-Chef Armin Laschet im NRW-Landtag 
166,"Mehrere Wissenschaftler entwickeln Ideen, wie man das Coronavirus auch über Staatsgrenzen hinweg in Schach halten kann. So sollen Ansteckungen durch abgestimmtes Handeln verhindert werden. Kann das gelingen? @username berichtet. "
167,"Banale Fakten zu #COVID-19: •Auch Jüngere erkranken. •Die Intensivfälle steigen wieder an. •Über 90 % der #Intensivpatienten in D sind ungeimpft.•Wir behandeln alle (auch Impfgegner), dennoch: 30% der COVID-19 Patienten auf #Intensiv sterben. #jetztimpfen"
168,"Impfstoffe gegen #COVID19 versprechen einen guten persönlichen Schutz. Aber auch für Geimpfte gilt: Maske tragen &amp; sich an Hygiene- &amp; Abstandsregeln halten, empfiehlt #BZgA. Denn auch wer geimpft ist, könnte noch zur Übertragung des #Coronavirus beitragen. "
169,"Satire zum Nachdenken:\nDas ist super das ihr das macht.Damit Gesellschaft mitverfolgen kann,wie unheimlich gesund ihr alle dadurch werdet+bleibt.Das Leben besteht zu 100% aus Impf + Medikamentenmangel. Politiker, Stars und Unternehmer - alle haben Hoffnung\n "
170,"Na ja, Baden-Württemberg hat ja erst seit kurzem Gegenden mit #COVID19 #Inzidenz&gt;100.\nHöchste Eisenbahn für die #Notbremse.\n(Daten von @username und @username "
171,"OVG Bautzen hat Querdenken-Demo mit Rechtsextremisten doch in Leipziger Innenstadt erlaubt. Im OVG sitzen Richter aus der Redaktion des Sächsischen Verwaltungsblatts, das Desinformation zu #Covid19 veröffentlicht. Wir brauchen mehr Recherchen zur Justiz. #le0711 \nvia @username "
172,"Die #Corona-Teststation an der A93 ist überlastet. Wie die Polizei in Rosenheim mitteilte, kommt es am Rastplatz #Heuberg zu langen Wartezeiten. Zeitweise reichte der #Rückstau bis zum Grenzübergang #Kiefersfelden. Alle News im Corona-Ticker. \n "
173,Nochmal zum Thema Daten @username \n#COVID19 #DataScience - wir brauchen offene GesundheitsDaten für Deutschland! Auch jenseits von #COVID ! 
174,"Für Berlins rot-rot-grüne Regierungskoalition ist das Coronavirus nur dann gefährlich, wenn ihr das Thema einer Demo nicht passt. "
175,Corona\n| 02.08.2021\n\nIm Rhein-Kreis Neuss ist aktuell bei 239 Personen (Vortag: 245) eine Infektion mit dem Coronavirus nachgewiesen. Hiervon befinden sich 4 (Vortag: 4) in einem Krankenhaus. Unverändert 356 Personen sind an den Folgen einer\n\n 
176,Mein Covid19 Update:\n\nZwischenbemerkung:\n\nHier mal meine Ag-Schnelltests.\nHeute ist der 14. Tag nach Infektion;\n\n Der 10.symptomatische\n\nAm 1. symptomatischen Tag war der Test negativ.\nAlle weiteren Tage sind positiv.\n\n Eine Verkürzung der Isolation auf 5 Tage ist grober Unfug 
177,"Nicht so vorschnell, Herr @username warten wir doch den #Covid19-Test der Dame ab. "
178,"1/ „Da stellen sich viele Fragen: Löst ein Nebeneffekt der Immunantwort die Schädigung aus? Spielt die mRNA-Technologie an sich eine Rolle? Oder spezifische Bestandteile des Coronavirus, mit denen immunisiert wird? Das müssen weitere Studien …\n\n "
179,"Hurra, wir leben noch!!\n Ernst, ich lebe sicher noch länger als 20 Monate .... Am besten noch 50 Jahre..... als 48-jährige \nRIP MILVA .... wohl leider an der Covid-19 Impfung verstorben... wie viele andere "
180,"Off-label Impfung ist sicher keine optimale Lösung: Allerdings zeigt Nachfrage, wie verzweifelt viele Eltern sind, Ihr Kind vor #SARSCoV2 #COVID19 schützen zu wollen. Für viele Kinder kommt die Impfung Ende Sept./Okt zu spät: bis dahin sind sie infiziert "
181,"#Sachsen meldet heute 112 Menschen, die am #Coronavirus verstorben sind. Das ist ein Viertel der Verstorbenen in ganz Deutschland. (443) #Omicron"
182,Ab sofort 24/7: Fragen zur #COVID-19-Impfung werden unter 0800 555 621 beantwortet.\n\nWeitere Infos unter und von @username 
183,..nur noch irre...fiel anscheinend nicht nur mir auf.... 
184,"Medizinprofessor: Das ständige Lockdown-Jojo ist ""völlig wirkungslos"" - FOCUS Online "
185,"Wie wäre es, Weihnachten &amp; alles was dazu gehört (Weihnachtsgeschäft, - märkte, -feiern, grössere Treffen etc) in den Februar zu verschieben &amp; statt dessen über die Feiertage mit allen Kräften zu boostern? Plus kostenlose Schnellteste &amp; FFP2 in alle Briefkästen #SARSCoV2 #COVID19"
186,"Und haben Sie Ihrer Kundin wohl mitgeteilt, dass Masken bei Covid-19 offenbar eher schaden als nützen?\n "
187,"Tote je 1 Mio #Corona-Infizierten: \nca. 30.000\n\nSchwere Komplikationen je 1 Mio mit dem J&amp;J-Vakzin Geimpften:\nca. 1\n\nDennoch wird die Verimpfung eingestellt ( mit der Folge, dass es MEHR Tote geben wird (und der Lockdown noch länger dauert).\n\nHm. "
188,Eine Mutation des Coronavirus in Großbritannien soll deutlich ansteckender sein als die bisher bekannte Form.\nDer Trailer für 2021 ist da!
189,Coronavirus: Wiener Stadion-Teststraße wird ausgeweitet – Neues Volksblatt 
190,"Am 21. September 2021 wurden 0 #Neuinfektionen und 0 Todesfälle in Erfurt (Kreisfreie Stadt) gemeldet. Die #Inzidenz liegt bei 47,26 . #COVID19 "
191,"Wie viele sind unnötigerweise an Covid-19 gestorben, weil ihnen ‚Ivermectin’ verweigert wurde? Die indische Anwaltskammer versucht mit einer Klage gegen eine WHO-Virologin schon mal, den Skandal öffentlich zu machen und Verantwortlichkeit einzufordern. "
192,Die Überproportionaltität der #CoVid19 #Gesamtsterbefälle in D im Verhältnis zu den C19 Sterbefällen auf #Intensiv wird mit jedem Tag auffälliger. Usache: #WHO und #RKI #Falldefinition? Das muss doch auch den Medien irgendwann einmal auffallen. @username 
193,"Tagesendstand 06/11\n\nAm heutigen #Samstag wurden 74* neue #Corona Todesfälle gemeldet. \n7-Tage-Schnitt: 113\n\nDazu 25.585* neue #Coronavirus Fälle in \n+54,0 % im Vergleich zur Vorwoche\n7-T-Inzidenz: 198,9 (+10,8)\n\nLW Sa.: 16.613 Fälle, 49 Todesfälle\n\n#StaySafeStayHealthy "
194,"Einmal mit Vollprofis: die EU-Kommission hat den #Coronavirus-Impfstoff-Vertrag mit #AstraZeneca veröffentlicht - und das PDF so geschwärzt, dass man die Schwärzung aufheben kann! /MS "
195,"#ZeroCovidDay #ZeroCovid\n#WellenbrecherJetzt \n#BildungStattPraesenzpflicht\nFür proaktive Pandemiebekämpfung.\nSo viele haben es schon mit einer Nahe-Null-Strategie geschafft, viele Leben UND ihre Wirtschaft zu bewahren.\nWarum wursteln wir noch immer? "
196,"Mein Sohn fragt woher man weiß, dass der Impfstoff wirkt. \n\nUnd dann habe ich ihm erklärt was #Tierversuche sind. \n\nSeine Antwort ""Na toll, man opfert Tiere damit wir geimpft werden.""\n\nJa, so ist das wohl.\n\n#COVID19\n\n "
197,"Spielt es noch irgendeine Rolle für wen das Coronavirus SARS-CoV-2 gefährlich sein kann, was die Covid-Impfstoffe können und was nicht - oder geht es nur noch um völlig enthemmte faschistisch wirkende Propaganda? #AnneWill #Impfpflicht #Impfzwang "
198,"Wer vollständig gegen das #Coronavirus geimpft ist, soll nach Ansicht des Vorsitzenden der Kassenärztlichen Vereinigung in #RLP von der #Maskenpflicht befreit werden.\n "
199,Sehr tiefgehende und lesenswerte Recherche der Wissenschaftsjournalistin @username zur #Covid19-Lage in der neuen Ausgabe der @username // @username 
200,"Die Zahl der Menschen, die sich wahrscheinlich im Friedberger Krankenhaus mit dem #Coronavirus infiziert haben und in der Folge verstorben sind, ist höher als bislang bekannt.\n "
201,#Rio de Janeiro sagt sein weltberühmtes Karnevalsspektakel im Februar ab. Das Tennisturnier #FrenchOpen drosselt seine Besucherzahlen auf 1.000 pro Tag. #Coronavirus-Nachrichten aus aller Welt 
202,"""Viele, die hier liegen, standen noch vor wenigen Wochen mitten im Leben. Es sind Väter und Mütter, Söhne und Töchter. „Wir erleben eine Pandemie der Ungeimpften“, sagt Adler.""\n#COVID19\n#Impfpflicht "
203,Hab ich Lust auf ständiges Schwarzsehen: nein! Ist die Pandemie vorbei: nein! Sieht die Situation mit #Omikron plus kürzliche #Delta-Welle &amp; bald Weihnachten ziemlich besch…eiden aus? Leider ja. Ich wäre auch froh die Aussichten wären rosiger. #SARSCoV2 #COVID19
204,"Ich frage mich oft, was das wohl mit mir machen würde, wenn ein geliebter Mensch an Covid-19 stirbt, nur weil es so viele da draußen gibt, die sich einen Dreck um Abstand halten und Maskenpflicht scheren?\n #Neuinfektionen"
205,94-jähriger Italiener ruft die Polizei für Prosit 
206,Europa schottet sich ab: Großbritannien durch Coronavirus-Variante isoliert 
207,Gute Liste. Diese vulnerablen Menschen profitieren auch von der 4. Impfung 
208,"Die #CDC aktualisiert ihre Warnungen. Menschen mit einem erhöhten Risiko für schwere Erkrankungen durch #COVID19 sollten Reisen auf Kreuzfahrtschiffen, einschl. Flusskreuzfahrten, unabhängig von ihrem Impfstatus vermeiden. #coronavirus #Corona #Tourismus\n "
209,"Und das alberne Beispiel vom ""Verkehrsunfall mit Covid19"" kommt statistisch höchstens einstellig vor, realistisch gar nicht, weil Beatmete nicht Auto fahren."
210,"Österreicherinnen vermuten vielleicht, SPÖ hat neue Werbeagentur seit heute?\n\n "
211,Gute Übersicht zum Thema 'Zahlen' und #Coronavirus via Statista. Nach Alter und Geschlecht. \nStand 24. November 2020.\n\n&gt; #CoronavirusForschung 
212,"Ich hab bei der Ernennung von @username davor gewarnt, dass viele enttäuscht werden. \n\nKarl #Lauterbach hat es aber trotzdem geschafft, mich massiv zu enttäuschen. Da hätte Jens #Spahn das auch weiter machen können. /TN #Coronavirus"
213,SARS-CoV-2-Infektionszahlen aus der Stadt #Flensburg vom 21.03.2022:\n\nNeue Fälle: 173\nFälle kumulativ: 18437\n\nVerstorbene: 1\nVerstorbene (kum.): 61\n\nInfizierte pro 100k EW: 20500.6\n\n#SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de
214,"Bekomm seit längerem viel Post von Menschen aus dem Gesundheitswesen.\nDa läuft nicht alles rund,sehr vielschichtige Erzählungen.\nDanke dafür!\nWas alle eint ist die Frage:\n\nWollen die, die Schutz+Maßnahmen gegen ne #COVID19-Ausbreitung ignorieren, behandelt werden?\n\nWollen Sie ? "
215,"76 Prozent aller Menschen, die wegen einer #Covid19 Erkrankung im Krankenhaus behandelt wurden, klagen über Langzeitfolgen: unter anderem Müdigkeit, Muskelschmerzen, Schlafstörungen und Depressionen.\n\nMuss diese harmlose Erkältung sein, von der Corona-Verharmloser immer reden "
216,"#coronavirus #lockdown2021 \nSeit gestern sind in Deutschland 60 Coronapositive verstorben, 907 Menschen an Herz/Kreislauferkr., 633 an Krebs, 274 an Diabetes u 183 an Lungenerkr.Der Rest zu den ca. 2.700 tägl. starb durch andere Krankheiten, Unfälle, altersbed. o durch Suicid..."
217,Meine Theorie ist das Karl Lauterbach von Pofalla gekidnappt wurde und jetzt diese Pandemie für beendet erklären will 
218,"Ja, richtig gelesen, liebe Zweifler, Ignoranten &amp; Verharmloser. \n\nHier ist von unserem #europäischen Nachbarn #Schweiz die Rede, nicht von einem weit entfernten #Entwicklungsland.\n\n#Triage in der #Intensivtherapie. Think about it! "
219,also noch einen Monat warten.. 
220,Aus welchen Urlaubsländern kommen infizierte Rückkehrer nach NRW? Hier kommt unser Überblick. [RP+] 
221,"Zuletzt hat man gehört, #LongCovid bei Kindern gibt es nicht und LC &gt;1 Jahr betrifft nur eine Handvoll. Hatte heute 2 mit LC seit fast 2 Jahren, arbeiten irgendwie noch, fallen halt nicht mit Krankenstand auf. Und eine Jugendliche mit #POTS nach #Covid19. Typischer Tag halt."
222,"Wo bleibt denn nach 2 Jahren Pandemie nun die #Evaluation oder eine #Immunitaetsstudie, @username Davor würde ich mich ja nicht aus dem Fenster lehnen… #Corona #COVID19"
223,Triage...erklärt von #Drosten 
224,"Die in Großbritannien entdeckte Variante des Coronavirus ist laut Christian Drosten vorerst kein Grund, in Panik zu verfallen. Bisher sei die Datenlage noch zu lückenhaft, um verlässliche Werte zu nennen. "
225,Wie läuft es mit dem Alkoholverbot in der Stadt? #Stuttgart #Corona 
226,"Unfähige Politiker, mit und ohne Regierungsverantwortung, ängstigen mehr als der Krieg und Coronavirus zusammen.\nSie sind die Stimme der Vernunft.\nDanke für Ihren unermüdlichen Einsatz."
