,0
212,"""It's not the lockdown that is the enemy, it's the virus, and the sooner we obey the rules, the sooner we can get back to what matters."" #9Today \n\n "
213,"""The state's intent in manipulating the data remains unclear."" To who? "
214,"BREAKING: The CEO of BioNTech says he's confident that its coronavirus vaccine works against the U.K. variant, but further studies are needed (via AP) "
215,#Indiana \n\nCVS free #COVID19 vaccination appointments are available at a few locations!\n\n#GetVaccinated \n\n 
216,"OMG! Who did this?!?! Best 2 minutes of your day, week, month, maybe year. \n\n#WearAMask #SleepingBeauty #COVID19 #Masks #MasksSaveLives "
217,The need for an independent evaluation of the COVID-19 response in Spain 
218,"If you are Tinubu supporters no matter what tribe you are, you are so foolish to admit and support a man who have no interest to tackle bad governance or speak truth to power. \n\nAsk yourself why didn't Tinubu go against the hidden of Covid-19 Palliative and killings of #Endsars ?"
219,Day 167 of National COVID-19 Immunisation Programme since 24 Feb\n\n \n[Progress report #COVID19VaccineMY]\n\n#COVID19Malaysia 
220,An all party meeting has been called by govt to brief floor leaders on govt’s COVID-19 (mis)management. @username will also attend. It’s insulting that it’s been scheduled on evening before Eid. It could have easily been scheduled on Wednesday evening or Thursday morning 1/3
221,"Sonographers are also responsible for a lot more than Obstetric scanning. There is already a backlog of cancer scans, increasing the risk of Coronavirus to these frontline workers could also lead to more staff sickness and more delays in imaging.\n\n "
222,"“Will Santa still be able to visit me in coronavirus this season,” 6-year-old Paxton from Illinois asked.\n\n“I took a trip up there to the North Pole,” Dr. Fauci said. “I went there and I vaccinated Santa Claus myself. ... Santa Claus is good to go.” "
223,"Covid 19 On April 16,2020 \nChina record 1,300 deaths in one day from the coronavirus: "
224,"Biden after getting coronavirus vaccine: ""If you don't have to travel, don't travel. It's really important. We're still in the thick of this. It's one thing to have the vaccine show up at a hospital, but it's another to get the vaccine from that vial into a needle, into an arm"" "
225,Government is failing to #ProtectCommunities \n\nWe support all councils and heads taking stance to move learning online for rest of term. \n\nSign our statement and support those who are #togetherforchange\n\n 
226,Well it was April Fool's Day. And he probably had his fingers crossed.\n\nSo that's ok. 
227,"2/ Brains of COVID-19 patients had some of the same pathological changes seen in Alzheimer's disease, which may explain the memory problems people with long COVID experience....\n\n "
228,"CONCOR carried First ever 2 Containers loaded with 40 MT of LMO from Jamshedpur for Haryana state, which reached at ""Oxygen Rail Hub"", Okhla on 17/05/21 at 10.05 Hrs. Together, we fight against COVID-19\n@username \n@username \n@username \n#concor_can_conquer "
229, saying\nAfter the Draco let them know World War 1 100th year don't copy me. I'm going to start a world war. Don't copy me. They say you trying to impersonate me. U(riel) Go(d) D(arr)y if you try to copy me¿ Then they had the coronavirus epidemic.
230,But he was put through hell. 
231,"Juliet Namuddu: COVID19 helped us become more hygienic. That's a good thing. COVID19 has also made us think outside the box, we now have to think about virtual classes. \n\n#SpotlightUG #NBSUpdates #KCCAatWork #KampalaSmartCity "
232,Today I got my first COVID-19 vaccination dose. I am extremely grateful and privileged to be able to live in a part of the world where I can already get vaccinated. The vaccine distribution around the world is extremely unequal. 1/2 
233,"In today’s #TheCurrentColumn, @username and @username explore why international support and cooperation is crucial to create more robust social contracts in the #MENA region – also and especially in the context of #COVID19. "
234,Great to see our latest analysis of wastewater COVID-19 RNA \n@username funded by @username ( p. 16-18) highlighted by BBC News: 
235,What a sad world we live in where our government ministers need to justify going on holidays. 
236,"The US had a 7-day average of 79,463 new COVID-19 cases and 1,296 deaths as of October 18. Explore these interactive charts to see how your community or places you may be traveling are doing."
237,"New deadly #coronavirus not infectious enough to pose global threat, researchers say "
238,The hospitals in our area are experiencing an influx of #COVID19 patients. Our #ICUbeds are filling up. Our #frontlineworkers are tired. We need everyone to do their part to protect our community. Don't wait until it's too late. #StopTheSpread 
239,COVID-19: NSW Health Pathology’s Professor Dominic Dwyer today explained the 'pooling' process that is used to test samples for COVID-19. The 'pooling' system normally helps the testing system process large numbers of samples. #Coronavirus #7NEWS 
240,"Today, I received the COVID-19 vaccine.\n\nTo the scientists and researchers who worked tirelessly to make this possible — thank you. We owe you an awful lot.\n\nAnd to the American people — know there is nothing to worry about. When the vaccine is available, I urge you to take it. "
241,"With #COVID19 vaccine efficacy of ~95%, I'm looking forward to vaccine distribution in 2021 bringing the pandemic under control. However, I'm concerned that we'll see antigenic drift of SARS-CoV-2 and may need to update the strain used in the vaccine with some regularity. 1/18"
242,"BREAKING: Fox News' Greg Gutfeld will put on a week-long series of shows in Texas that will require all attendees to ""show proof of vaccination or a negative COVID test"" despite repeatedly mocking and attacking COVID-19 requirements. RT TO EXPOSE FOX'S HYPOCRISY!"
243,"NEW: Starting today, all pregnant women in Ontario are eligible to register for a COVID-19 vaccination due to risk conditions. \n\nWe'll have more on this today at QP Briefing. "
244,"This one is for you my sister @username and all students of India who are voicing to have #NEET_JEE postponed!\n\nThe floods, heavy landslides,Covid19 and lockdown makes it impossible to go on with exams.\n\n#SWAMYJI_HELPJEENEET #PostponeJEE_NEETinCovid \nYou deserve global support."
245,"This is not good news. It may seem counterintuitive, but right now we want COVID-19 to shift and become a milder disease of younger populations as opposed to older ones (who are more likely to die from it). No shift means we haven’t vaccinated enough elderly people yet. "
246,Tell your Doctors that ICMR has dropped plasma therapy from #COVID19 treatment protocol just now. \n\n. Please help @username bhai if plasma is still required @username 
247,RT @username re @username article about how #covid19 exposed the #strengths but also the #weaknesses of our scientific process and systems. @username @username @username @username 
248,Girl Power !!! 
249," The fight against #COVID19 can be won only when everyone knows their goal.\n\n Let's learn about the 5 W's of COVID-19\n\nSafai bhi, dawai bhi, kadai bhi\nJetenge corona se ladai bhi\n#JanAndolan\n#Unite2FightCorona \n#StaySafeStayHealthy "
250,BREAKING: 147 more cases of Covid-19 have been confirmed. There are no new deaths to report.
251,"much more damage are you going to inflict upon the children?\n Relax your unnecessary oppressive mandate, or twist the knife even more?\n#COVID19 \n#COVID \n#MandateFreedom \n@username "
252,Brisbane rallies also. \nLockdown protests. Against masks and lockdowns. Queensland. Today. \n 
253,Hard to believe this didn't help 
254,A Covid test positivity rate of over 21 percent in Iowa indicates the virus has spread extremely widely there 
255,"Dear Hon. @username ji Sir,\nMillions of students are waiting for your kind response to their requests to postpone the #NEET_JEE &amp; other exams. Not only COVID19, many students are facing floods. I trust you will act soon on the side of their sentiments. \n\n#SWAMYJI_HELPJEENEET "
256,all of this was preventable if the West didn’t hoard the overwhelming majority of the vaccine supply. the pandemic will not end for years to come thanks to Western vaccine hoarding 
257," The 8th Infantry Regiment provided vehicles to transport 20 COVID-19 patients who have been recovered from Chumphae hospital to the quarantined area at the field hospital in Chum Phae District, Khon Kaen for a 14-day quarantine before being transported to their hometown.\n#RTA "
258,"For AZ or JNJ, if their COVID-19 vaccine failed completely it wouldn't ruin their business since they have many other things. For pure vaccine company like Moderna, CVAC, NVAX, etc that's all they have that's why it can double or triple on good news or drop like a rock bad news."
